index,voted
0,0.7212385174820239
1,0.8868246987127946
2,0.39682188241506783
3,0.19473409685423448
4,0.753866830159859
5,0.5097758468680986
6,0.8931982509563439
7,0.6125308557216007
8,0.29036072391422785
9,0.4907634495193235
10,0.34463453536783245
11,0.6986165295606015
12,0.42401925733042656
13,0.480917979499826
14,0.38612840825300737
15,0.9808860163134037
16,0.8678561631782387
17,0.31047952635340254
18,0.44815458182183787
19,0.44471058359812116
20,0.5567278081846024
21,0.49097401973517746
22,0.20891084933040777
23,0.28683158771370937
24,0.7518139379328209
25,0.11679533722036164
26,0.9802155975422758
27,0.5133921500821067
28,0.44756898142969964
29,0.25123532474474064
30,0.46441012900468553
31,0.7863930032269257
32,0.2794308224225039
33,0.5643250899925625
34,0.5900353860526473
35,0.23713842171050642
36,0.2995408788629641
37,0.4480749126627907
38,0.37017233105449965
39,0.36801470064996533
40,0.4178734456946155
41,0.9208820119173963
42,0.8655697554897364
43,0.7086575486304316
44,0.9774090594277265
45,0.36929581491094043
46,0.7870675873762876
47,0.97833432854395
48,0.30883018947408153
49,0.9142664350962264
50,0.2455705560914375
51,0.9162774829471845
52,0.44536329796464347
53,0.860403905403248
54,0.980598030627533
55,0.5875991910316809
56,0.6145101781754186
57,0.6161735678673538
58,0.8361370877009977
59,0.35719687808421785
60,0.9305896181964826
61,0.5941188582808581
62,0.5687379541783794
63,0.4741076138622051
64,0.3523222558826484
65,0.7720370234449958
66,0.40302595335664415
67,0.28832906704285544
68,0.4383132062703399
69,0.5304948061628768
70,0.27039464444122896
71,0.45915488971810137
72,0.33638908075804935
73,0.7864117340037311
74,0.9179403002216667
75,0.6290930417146943
76,0.716578599483179
77,0.26793521557305733
78,0.5968317461137753
79,0.42041858239265617
80,0.9788416113126047
81,0.38234043584632743
82,0.43665315359773343
83,0.3764185228210236
84,0.7822038552500014
85,0.4309465157130091
86,0.7906377410136249
87,0.341954906366039
88,0.37980212572297967
89,0.6839559111462516
90,0.9819348069493465
91,0.34871287413540164
92,0.2759915483441639
93,0.2961361036586956
94,0.5623438258531162
95,0.8586832992624651
96,0.564526893641555
97,0.9083822068182141
98,0.5555881586659628
99,0.5645881887846237
100,0.2493814183032015
101,0.39358863689262313
102,0.7595554643676105
103,0.3525517958438925
104,0.2303351865651778
105,0.39883374375699177
106,0.36604575312831283
107,0.5375723135876477
108,0.7908786516309703
109,0.2662574360999849
110,0.6457856676620688
111,0.28740001212862426
112,0.8508600051490206
113,0.8270671548495361
114,0.8859315553129778
115,0.9795195644185711
116,0.4141570830066651
117,0.2875730148058437
118,0.23074142186564583
119,0.29066661518740794
120,0.3352020186320487
121,0.7862777253031267
122,0.980630644326402
123,0.25057015998098237
124,0.33724824058642183
125,0.5574318794079012
126,0.9798368828258113
127,0.8121398157152493
128,0.9798671142183564
129,0.4818980466259993
130,0.31128810069955026
131,0.3415474589250152
132,0.2749784672586608
133,0.8248564441907292
134,0.9756565491917681
135,0.9440938343858014
136,0.2681417258167518
137,0.7740641830823167
138,0.2978484529972545
139,0.9811362858091169
140,0.4568687428593442
141,0.8743375526330089
142,0.2638506543628323
143,0.3461717663557605
144,0.4564847885558486
145,0.39043668774847806
146,0.818892451109333
147,0.324482226265609
148,0.5162304031984418
149,0.5673672499497672
150,0.42107909382739267
151,0.38452096867204916
152,0.6620606839280548
153,0.4737768115974822
154,0.6956175524176536
155,0.4553592832955268
156,0.9021303478026925
157,0.4707553585902485
158,0.9834291185576595
159,0.44840136090670313
160,0.8593981666729533
161,0.3882789892745013
162,0.30048995504035564
163,0.5023427900094966
164,0.6744501220195973
165,0.538577083853422
166,0.459531154496643
167,0.9014263624326706
168,0.4245377720099256
169,0.978735007226019
170,0.9858189907591071
171,0.380476559235271
172,0.41699705688076333
173,0.8026778870102687
174,0.7846979550912478
175,0.7589100711292502
176,0.8330449071166919
177,0.37843507932884424
178,0.17932018114196507
179,0.9809613149060701
180,0.9751320067510743
181,0.5019328987010706
182,0.958080585961286
183,0.38939455641749193
184,0.2639322914257749
185,0.367920333001249
186,0.5349222942904355
187,0.7713184778068581
188,0.8009170207505019
189,0.6150236732767665
190,0.6369942371652385
191,0.6542317172897827
192,0.7620969878857996
193,0.2555620093139756
194,0.4404733431152118
195,0.28686957051872625
196,0.3947578102195149
197,0.21438970896135884
198,0.32584588345018456
199,0.44419075806287683
200,0.3025260532354561
201,0.531483799983872
202,0.3146524678319834
203,0.27441140770567574
204,0.9793172912116686
205,0.23738909344645143
206,0.3425802767541059
207,0.26869929845721374
208,0.2634105977076956
209,0.8162921865636055
210,0.9821913906098202
211,0.44024259411827243
212,0.3132877110868654
213,0.9777976893989102
214,0.35899793113556006
215,0.49477907259171416
216,0.7452387230067739
217,0.36706698296375384
218,0.23996797977861156
219,0.26056078315419207
220,0.4258926372911664
221,0.3514811814883514
222,0.8184296376346872
223,0.2487872401735781
224,0.49025108810335327
225,0.33892422485134593
226,0.37736045680002206
227,0.982933197745629
228,0.4827185764037837
229,0.4220085365683129
230,0.40107477490020715
231,0.37272525903790626
232,0.34244420173694634
233,0.7898823401390914
234,0.9802170747050554
235,0.7619595817252598
236,0.9751937966507991
237,0.8316929117917712
238,0.8211317278097854
239,0.4743884844822629
240,0.6919796496098702
241,0.5184441286736802
242,0.29335631208708135
243,0.7144398343417291
244,0.42601982965639773
245,0.3276329853461035
246,0.3234221680332901
247,0.6069404500987123
248,0.33479223615320536
249,0.7972354408571471
250,0.8416099282521572
251,0.4396067137373061
252,0.4119329750324443
253,0.6595758541514924
254,0.27288206515763325
255,0.356303713940581
256,0.2137320149049436
257,0.3922134155861733
258,0.8568015226082215
259,0.40653694347436564
260,0.9821210729151487
261,0.49695906525626254
262,0.3680855409464669
263,0.7086220202493009
264,0.4022259980162991
265,0.32348900969222216
266,0.832128830887565
267,0.876343408710279
268,0.5572953674982801
269,0.8448569083014978
270,0.28652743401017894
271,0.3900099452467391
272,0.5192554263159561
273,0.28254750679832763
274,0.3826286134345507
275,0.5953414664198324
276,0.9827571387445719
277,0.9801500659927054
278,0.435668180319179
279,0.31018165691871874
280,0.43099103514873494
281,0.8223960222463108
282,0.7628009671757663
283,0.5137348401085577
284,0.3447959186993396
285,0.4486212697263502
286,0.3106073347710301
287,0.3609546759153923
288,0.311409987631898
289,0.8060638211780837
290,0.2185604762043008
291,0.7429076303953831
292,0.28518697561133655
293,0.6018106580806896
294,0.5620958514759725
295,0.4569786799673715
296,0.32392105153896933
297,0.1690995482986524
298,0.3753650514594902
299,0.8266798801630344
300,0.8447914613769915
301,0.7598778798198307
302,0.794437534815765
303,0.3990949562479416
304,0.9741013773401597
305,0.8453710338176332
306,0.451942347663119
307,0.45756842081311366
308,0.5073150173951444
309,0.7763491741547961
310,0.3923106806059107
311,0.7946235003019168
312,0.6552334178374051
313,0.8316020063699241
314,0.363822477274609
315,0.9823455932343288
316,0.4152411122479289
317,0.4118365695766828
318,0.37379592767013875
319,0.3702211568239949
320,0.48565802350697046
321,0.4591186824727979
322,0.7147193521072752
323,0.4014423795402586
324,0.5730440337009431
325,0.3812909540648802
326,0.34400801877167425
327,0.42949423145576127
328,0.2525847451417119
329,0.9191483470371344
330,0.9804557883519859
331,0.297840857096365
332,0.40341314138721884
333,0.6360121955112221
334,0.9856110223567282
335,0.7763898922196727
336,0.446071807662507
337,0.6846923163176453
338,0.5214196518118178
339,0.9167280037232663
340,0.9207539608612629
341,0.26458231865539117
342,0.7799178331993054
343,0.2505259688359609
344,0.597401488359141
345,0.31190003637910513
346,0.3749102820930956
347,0.8509263083927745
348,0.2696875814061054
349,0.314708503820056
350,0.9738509247926455
351,0.9834167854318691
352,0.23217487013002464
353,0.3806037891431919
354,0.8546885831344965
355,0.2509857860880042
356,0.7676095796219435
357,0.4470280378375565
358,0.98491604289939
359,0.33559541461676345
360,0.8288414591560873
361,0.8129958312434398
362,0.774058550205728
363,0.7279989556371963
364,0.5236490865505632
365,0.8020221960222924
366,0.5934499346994087
367,0.6537495396707469
368,0.2362888617195538
369,0.31590639422445765
370,0.3646944106787277
371,0.6860465528661587
372,0.262585144354655
373,0.7128668224579794
374,0.36038041537683607
375,0.905792867510274
376,0.3526680523760391
377,0.42879791467719375
378,0.5330354563929669
379,0.3028339337065355
380,0.6571223163735271
381,0.7608118886130035
382,0.6288279353990393
383,0.5797383883763864
384,0.4127834172302768
385,0.323445942791538
386,0.3734544841023651
387,0.32990774028317477
388,0.773939859186939
389,0.3962785476692894
390,0.5859166582478367
391,0.7150100040990772
392,0.39619019540372835
393,0.557441660701983
394,0.26969062821958256
395,0.6548258746988763
396,0.3056659418750717
397,0.5260913513629875
398,0.779490642268784
399,0.2800613072355083
400,0.39354608872384655
401,0.8845463277007016
402,0.5955909749994897
403,0.9844679871003683
404,0.41630810890690784
405,0.40881737540651797
